Text,Emotion,Sentiment
i can't thank my sister enough for the wonderful advice,Gratitude,Positive
My brother works in engineering.,Neutral,Neutral
I felt sunny today.,Joy,Positive
I thought the beach was absolutely perfect. #today,Joy,Positive
"I can't sleep from anxiety, the biopsy results come tomorrow.",Fear,Negative
Buggy app and it crashes every few minutes. 👎,Disappointment,Negative
Grateful for your help today ❤️,Gratitude,Positive
today i'm terrified,Fear,Negative
I found our old photos and I just feel numb. #mood,Sadness,Negative
My new laptop has a two year warranty.,Neutral,Neutral
The train station was slow and full of bugs.,Disappointment,Negative
The airport was abysmal.,Disappointment,Negative
How does the play work?,Curiosity,Neutral
The flight looked red.,Neutral,Neutral
"Honestly, pretty creditable.",Joy,Positive
"Honestly, the breakfast was pretty atrocious.",Anger,Negative
"that is disgusting, the meat looked grey and slimy",Disgust,Negative
Falling in love with my niece all over again!!,Love,Positive
This drone arrived damaged. 👎,Disappointment,Negative
"staying positive about our plans for next year, it will work out",Hope,Positive
"It fits perfectly, so impressed.",Joy,Positive
The class was typical. #news,Ambivalence,Neutral
Feeling absolutely delighted that I paid off my last loan.,Joy,Positive
"I worked so hard for this and it paid off, I saved enough for my first car.",Pride,Positive
I'm going to the gym after work.,Neutral,Neutral
Quick question: is it right that the road will be closed for maintenance?,Curiosity,Neutral
The software update includes several bug fixes. #thoughts,Neutral,Neutral
The platform includes dark mode and Windows.,Neutral,Neutral
My brother works in legal.,Neutral,Neutral
hopeful that things will improve with the move to a new city,Hope,Positive
the dinner was incredible tbh,Joy,Positive
feeling absolutely delighted that the sun came out for the whole trip,Joy,Positive
It was aggravated. #weekend,Anger,Negative
"It's hard not having anyone around, waiting for a call that never comes.",Loneliness,Negative
I can't believe how top notch the event was! #life,Joy,Positive
"Walking along the beach at sunset, completely satisfied!!",Contentment,Positive
The app comes with file sharing and Android.,Neutral,Neutral
Worst experience ever today,Disappointment,Negative
Nothing feels better than a hug from my grandmother. #mood,Love,Positive
The team was beyond frustrating.,Anger,Negative
Update: the office chair makes my life so much easier.,Joy,Positive
This curry made everything less reliable.,Disappointment,Negative
"It's hard not having anyone around, spending the holidays without anyone. #news",Loneliness,Negative
"Overall, the customer care was frustrating. 👎",Disappointment,Negative
This train station made everything better.,Joy,Positive
Slow living at its best: watching the rain from the porch.,Contentment,Positive
i'm meeting my sister for breakfast on wednesday,Neutral,Neutral
Our acting was typical.,Ambivalence,Neutral
The repair never worked properly.,Disappointment,Negative
Honestly I'm torn about the renovation.,Ambivalence,Neutral
I can't believe how outstanding the charger was! #today,Joy,Positive
I'm so proud that I built the shelf all by myself! 😊,Pride,Positive
Gross! The meat looked grey and slimy.,Disgust,Negative
Can't believe how wonderful the coffee turned out.,Joy,Positive
"The support team was awesome, although the technician was really bad.",Ambivalence,Neutral
The staff fell apart.,Disappointment,Negative
Update: the temperature is around twenty degrees today.,Neutral,Neutral
This blender stopped responding again.,Disappointment,Negative
"Honestly, pretty kind!!",Joy,Positive
Is it true that the meeting is scheduled for Thursday afternoon?,Curiosity,Neutral
I'm terrified because the dog next door growled at me.,Fear,Negative
The latest coffee made things slower. 😤,Disappointment,Negative
Can't believe how awesome the course turned out.,Joy,Positive
Nobody makes my heart flutter like my little sister. #weekend,Love,Positive
I have to pick up the parcel on Wednesday.,Neutral,Neutral
The pizza was really typical.,Ambivalence,Neutral
I feel grateful today.,Gratitude,Positive
The concert was guilty.,Disappointment,Negative
update: the office is closed for the public holiday,Neutral,Neutral
I felt rotten today. #weekend,Disgust,Negative
Can someone confirm whether the class starts at ten?!!,Curiosity,Neutral
I felt trusted today.,Joy,Positive
"Such a peaceful evening, taking my time over a homemade breakfast.",Contentment,Positive
I wouldn't call the film captivating. 😤,Disappointment,Negative
We usually have lunch at five o'clock.,Neutral,Neutral
my colleague couldn't have been better,Joy,Positive
That was so disgusted!,Disgust,Negative
Thank you to my friends for all your help this year.,Gratitude,Positive
I can't believe how terrible the tour was. 😢,Disappointment,Negative
she is head of the legal team,Neutral,Neutral
I can't believe how abysmal the gym was.,Disappointment,Negative
Fingers crossed for the negotiations!,Hope,Positive
"Overall, the airport was mediocre. #weekend",Disappointment,Negative
"Not helpful at all, I expected much better.",Disappointment,Negative
The event was a total letdown.,Disappointment,Negative
slow living at its best: having a lazy morning with coffee,Contentment,Positive
The tool comes with macOS and offline mode.,Neutral,Neutral
Absolutely the worst pizza I can remember.,Disappointment,Negative
Can't believe how excellent the ice cream turned out.,Joy,Positive
"Such a peaceful evening, walking along the beach at sunset.",Contentment,Positive
My new desk lamp feels premium.,Joy,Positive
"Overall, the software was average.",Ambivalence,Neutral
The curry was central.,Neutral,Neutral
The headset was perfect. 🎉,Joy,Positive
The tour guide left everyone impressed.,Joy,Positive
"Honestly, the service was pretty really bad.",Disappointment,Negative
"Honestly, pretty vibrant. ❤️",Joy,Positive
My airport was pathetic today. #monday,Anger,Negative
It is a rectangular app.,Neutral,Neutral
My heart feels heavy. Our family drifted apart.,Sadness,Negative
One star for the apartment.,Disappointment,Negative
The sushi was really stale.,Disappointment,Negative
I read about the campsite yesterday.,Neutral,Neutral
"Not clean at all, I wouldn't go back.",Disappointment,Negative
The software supports both the web and Android.,Neutral,Neutral
The trip fell apart. #today,Disappointment,Negative
I can see the good and the bad in the renovation.,Ambivalence,Neutral
This whole thing is just disillusioned.,Disappointment,Negative
Our pizza was frustrating.,Disappointment,Negative
The interview was public.,Neutral,Neutral
I'm never going back. The fridge stank of rotten fish.,Disgust,Negative
This desk lamp was shipped from the local warehouse.,Neutral,Neutral
"What a proud moment, my painting sold at the exhibition.",Pride,Positive
I feel torn because of the wedding. #monday,Ambivalence,Neutral
Thank you to my sister for believing in me.,Gratitude,Positive
"Worst pizza ever, avoid.",Disappointment,Negative
the post office moved to a new building last month,Neutral,Neutral
I bought this water bottle last week and it is better than I imagined.,Joy,Positive
Honestly I'm torn about living in the city. #daily,Ambivalence,Neutral
"Honestly, pretty helpless.",Sadness,Negative
This whole thing is just obnoxious. #life,Anger,Negative
I'm devastated that I said goodbye to my childhood home.,Sadness,Negative
The launch is tomorrow and the whole team is buzzing with energy. #weekend,Excitement,Positive
My heart feels heavy. The summer ended and everyone went home.,Sadness,Negative
Feeling so sad today because my pet rabbit died.,Sadness,Negative
I wouldn't call the tablet brilliant. #life,Disappointment,Negative
"Baking bread on a slow afternoon, feeling completely at peace.",Contentment,Positive
"Honestly, pretty mindless.",Disappointment,Negative
The update was glitchy. 😢,Disappointment,Negative
I didn't get the promotion. Not what I hoped for at all.,Disappointment,Negative
heads up: the new policy applies to all employees,Neutral,Neutral
would not recommend the play,Disappointment,Negative
"The audacity of these people is beyond belief, so irritating.",Anger,Negative
Easily the worst coffee of my life.,Disappointment,Negative
"Just so you know, the office moved to the third floor.",Neutral,Neutral
"Got the vacuum cleaner yesterday, it is way too flimsy.",Disappointment,Negative
The workshop was really awful.,Disappointment,Negative
"Not very poor, not lovely. The museum was just okay. #monday",Ambivalence,Neutral
That was so thrilled!,Excitement,Positive
I'm optimistic about the peace talks.,Hope,Positive
the shipment should arrive by the end of the day,Neutral,Neutral
The concert exceeded all expectations. 👍,Joy,Positive
The beach was very poor but the train station was really good.,Ambivalence,Neutral
"My heart is racing with excitement, I learned to swim at forty.",Excitement,Positive
"It charges in minutes, absolutely love it. #monday",Joy,Positive
I'm furious that the contractor abandoned the renovation halfway!,Anger,Negative
This whole thing is just motivated.,Joy,Positive
The bathroom floor was covered in something sticky and vile. 👎,Disgust,Negative
The screen is full of stains!!,Disappointment,Negative
The steak was typical.,Ambivalence,Neutral
I wouldn't call the sushi brilliant.,Disappointment,Negative
"Sick of this, my colleague took credit for my work. Total disrespect.",Anger,Negative
can someone explain how the pyramids were built?,Curiosity,Neutral
"Grateful for everyone who helped, the whole family got together for dinner.",Gratitude,Positive
"honestly, really worried right now",Fear,Negative
our plot was incredible,Joy,Positive
the service made my day simpler,Joy,Positive
"Overall, the city centre was frustrating.",Disappointment,Negative
"Got the phone yesterday, it does not work as advertised. 👎",Disappointment,Negative
Worst day I've ever had.,Disappointment,Negative
Absolutely the worst match I can remember.,Disappointment,Negative
making plans that nobody joins. i feel so alone,Loneliness,Negative
Can't believe how buggy the keyboard turned out.,Disappointment,Negative
Forever grateful to my mentor for the wonderful advice. #weekend,Gratitude,Positive
Proud of myself because our team won the championship. 👍,Pride,Positive
"So much joy today, I got into my dream university.",Joy,Positive
"Surprisingly, the game was not awful at all!",Joy,Positive
I can't believe how shabby the resort was.,Disgust,Negative
I'm honestly hyped about the hearing.,Excitement,Positive
"so proud of everyone involved, we cleaned up the entire beach",Pride,Positive
